Player,Yrs,G,Date,City,State
Cherokee Parks\parksch02,9,472,Oct 11 1972,Huntington Beach,California
Andrae Patterson\pattean01,2,40,Nov 12 1975,Riverside,California
Steve Patterson\pattest01,5,350,Jun 24 1948,Riverside,California
Gary Payton*\paytoga01,17,1335,Jul 23 1968,Oakland,California
Mike Penberthy\penbemi01,2,56,Nov 29 1974,Los Gatos,California
Desmond Penigar\penigde01,1,10,Jul 16 1981,Upland,California
Bob Peterson\peterbo01,3,103,Jan 25 1932,San Mateo,California
Paul Pierce\piercpa01,19,1324,Oct 13 1977,Oakland,California
Kevinn Pinkney\pinknke01,1,6,Oct 20 1983,Colton,California
Dwayne Polee\poleedw01,1,1,Mar 2 1963,Los Angeles,California
Jim Pollard*\pollaji01,7,438,Jul 9 1922,Oakland,California
Cliff Pondexter\pondecl01,3,197,Sep 15 1954,Fresno,California
Quincy Pondexter\pondequ01,5,279,Mar 10 1988,Fresno,California
Bob Portman\portmbo01,4,221,Mar 22 1947,San Francisco,California
Leon Powe\powele01,5,239,Jan 22 1984,Berkeley,California
Norman Powell\powelno01,2,67,May 25 1993,San Diego,California
Tayshaun Prince\princta01,14,1017,Feb 28 1980,Compton,California
Gabe Pruitt\pruitga01,2,62,Apr 19 1986,Los Angeles,California
Kurt Rambis\rambiku01,14,880,Feb 25 1958,Cupertino,California
Wally Rank\rankwa01,1,25,Mar 1 1958,Fort Ord,California
Marlon Redmond\redmoma01,2,77,Apr 15 1955,San Francisco,California
Kevin Restani\restake01,8,550,Dec 23 1951,San Francisco,California
Isaiah Rider\rideris01,9,563,Mar 12 1971,Oakland,California
Ron Riley\rileyro01,4,264,Nov 11 1950,Los Angeles,California
Austin Rivers\riverau01,5,296,Aug 1 1992,Santa Monica,California
Cliff Robinson\robincl01,11,629,Mar 13 1960,Oakland,California
Jackie Robinson\robinja01,3,22,May 20 1955,Los Angeles,California
Samuel Robinson\robinsa01,2,134,Jan 1 1948,Los Angeles,California
Johnny Rogers\rogerjo01,2,69,Dec 30 1963,Fullerton,California
Lorenzo Romar\romarlo01,5,291,Nov 13 1958,South Gate,California
John Rudometkin\rudomjo01,3,131,Jun 6 1940,Santa Maria,California
Paul Ruffner\ruffnpa01,5,133,Oct 15 1948,Downey,California
Bob Rule\rulebo01,8,403,Jun 29 1944,Riverside,California
Bryon Russell\russebr01,13,841,Dec 31 1970,San Bernardino,California
Jamal Sampson\sampsja01,5,72,May 15 1983,Inglewood,California
Alan Sawyer\sawyeal01,1,33,Jan 1 1928,Long Beach,California
Brian Scalabrine\scalabr01,11,520,Mar 18 1978,Long Beach,California
Paul Scranton\scranpa01,1,5,Apr 30 1944,Los Angeles,California
Kenny Sears\searske01,8,529,Aug 17 1933,Watsonville,California
Jim Seminoff\seminji01,4,231,Sep 1 1922,Los Angelse,California
Brian Shaw\shawbr01,14,943,Mar 22 1966,Oakland,California
Lonnie Shelton\sheltlo01,10,673,Oct 19 1955,Bakersfield,California
Jose Slaughter\slaugjo01,1,63,Sep 9 1960,Los Angeles,California
Craig Smith\smithcr01,6,403,Nov 10 1983,Inglewood,California
Greg Smith\smithgr02,5,149,Jan 8 1991,Vallejo,California
Phil Smith\smithph01,9,659,Apr 22 1952,San Francisco,California
Reggie Smith\smithre01,2,66,Aug 21 1970,San Jose,California
Robert Smith\smithro01,7,229,Mar 10 1955,Los Angeles,California
Tony Snell\snellto01,4,232,Nov 10 1991,Riverside,California
Kirk Snyder\snydeki01,4,211,Jun 5 1983,Los Angeles,California
Andre Spencer\spencan01,2,48,Jul 20 1964,Stockton,California
Joe Stephens\stephjo01,3,22,Jan 28 1973,Riverside,California
Alex Stepheson\stephal01,1,8,Aug 7 1987,Los Angeles,California
DeShawn Stevenson\stevede01,13,824,Apr 3 1981,Fresno,California
Derek Strong\stronde01,10,456,Feb 9 1968,Los Angeles,California
Dane Suttle\suttlda01,2,46,Aug 9 1961,Los Angeles,California
Greg Sutton\suttogr01,3,168,Dec 3 1967,Santa Cruz,California
Keith Swagerty\swageke01,2,80,Oct 30 1945,San Jose,California
Robert Swift\swiftro01,4,97,Dec 3 1985,Bakersfield,California
Anthony Taylor\tayloan01,1,21,Nov 30 1965,Los Angeles,California
Leonard Taylor\taylole01,1,10,May 2 1966,Los Angeles,California
Ronald Taylor\tayloro01,3,77,Nov 21 1947,Torrance,California
Chuck Terry\terrych01,5,341,Sep 27 1950,Long Beach,California
Claude Terry\terrycl01,6,349,Jan 12 1950,Salida,California
Reggie Theus\theusre01,13,1026,Oct 13 1957,Inglewood,California
Peter Thibeaux\thibepe01,2,93,Oct 3 1961,Los Angeles,California
Dijon Thompson\thompdi01,2,16,Feb 23 1983,Los Angeles,California
Hollis Thompson\thompho01,4,248,Apr 3 1991,Pasadena,California
Klay Thompson\thompkl01,6,409,Feb 8 1990,Los Angeles,California
Mychel Thompson\thompmy02,1,5,Jun 1 1988,Los Angeles,California
Stephen Thompson\thompst01,1,19,Dec 2 1968,Los Angeles,California
Bob Thornton\thornbo01,8,283,Jul 10 1962,Los Angeles,California
Tom Tolbert\tolbeto01,7,312,Oct 16 1965,Long Beach,California
Raymond Townsend\townsra01,3,154,Dec 20 1955,San Jose,California
Jeff Trepagnier\trepaje01,3,31,Jul 11 1979,Los Angeles,California
John Tschogl\tschojo01,3,113,Apr 25 1950,Chula Vista,California
Henry Turner\turnehe02,2,66,Aug 18 1966,Oakland,California
Jeremy Tyler\tylerje01,3,104,Jun 21 1991,San Diego,California
Jan Van Breda Kolff\vanbrja01,9,598,Dec 16 1951,Palos Verdes,California
Keith Van Horn\vanhoke01,9,575,Oct 23 1975,Fullerton,California
Nick Vanos\vanosni01,2,68,Apr 13 1963,San Mateo,California
Jacque Vaughn\vaughja01,12,776,Feb 11 1975,Los Angeles,California
Pete Verhoeven\verhope01,6,282,Feb 15 1959,Hanford,California
Brett Vroman\vromabr01,1,11,Dec 25 1955,Hollywood,California
Jackson Vroman\vromaja01,2,87,Jun 6 1981,Laguna,California
Mark Wade\wadema01,2,12,Oct 15 1965,Torrance,California
Jim Walsh\walshji01,1,10,Aug 29 1930,San Francisco,California
Bill Walton*\waltobi01,10,468,Nov 5 1952,La Mesa,California
Luke Walton\waltolu01,10,564,Mar 28 1980,San Diego,California
Casper Ware\wareca01,1,9,Jan 17 1990,Cerritos,California
David Wear\wearda01,1,2,Sep 21 1990,Long Beach,California
Travis Wear\weartr01,1,51,Sep 21 1990,Long Beach,California
Russell Westbrook\westbru01,9,609,Nov 12 1988,Long Beach,California
Paul Westphal\westppa01,12,823,Nov 30 1950,Torrance,California
Eric White\whiteer01,2,55,Dec 30 1965,San Francisco,California
Sidney Wicks\wickssi01,10,760,Sep 19 1949,Los Angeles,California
Michael Wiley\wileymi01,2,94,Oct 16 1957,Long Beach,California
Jamaal Wilkes*\wilkeja01,12,828,May 2 1953,Berkeley,California
Derrick Williams\willide02,6,389,May 25 1991,Bellflower,California
Freeman Williams\willifr01,6,323,May 15 1956,Los Angeles,California
Gene Williams\willige01,1,1,Apr 1 1947,San Francisco,California
Guy Williams\willigu02,2,26,Jul 1 1960,Los Angeles,California
John Williams\willijo02,8,435,Oct 26 1966,Los Angeles,California
Marcus Williams\willima03,4,203,Dec 3 1985,Los Angeles,California
Pete Williams\willipe01,2,58,Mar 10 1965,Harbor City,California
Sam Williams\willisa02,4,257,Mar 7 1959,Los Angeles,California
Scott Williams\willisc01,15,746,Mar 21 1968,Hacienda Heights,California
Kevin Willis\willike02,21,1424,Sep 6 1962,Los Angeles,California
Trevor Wilson\wilsotr01,4,103,Mar 16 1968,Los Angeles,California
Willie Wise\wisewi01,9,552,Mar 3 1947,San Francisco,California
Jeff Withey\witheje01,4,166,Mar 7 1990,San Diego,California
Christian Wood\woodch01,2,18,Sep 27 1995,Long Beach,California
Antoine Wright\wrighan01,6,297,Feb 6 1984,West Covina,California
Brad Wright\wrighbr01,2,16,Mar 26 1962,Hollywood,California
Delon Wright\wrighde01,1,27,Apr 26 1992,Los Angeles,California
Dorell Wright\wrighdo01,11,549,Dec 2 1985,Los Angeles,California
Howard Wright\wrighho02,2,19,Dec 20 1967,San Diego,California
George Yardley*\yardlge01,7,472,Nov 3 1928,Hollywood,California
Nick Young\youngni01,10,594,Jun 1 1985,Los Angeles,California
Tim Young\youngti01,1,25,Feb 6 1976,Santa Cruz,California
Tyler Zeller\zellety01,5,310,Jan 17 1990,Visalia,California
Chauncey Billups\billuch01,17,1043,Sep 25 1976,Denver,Colorado
Kaniel Dickens\dickeka01,3,19,Jul 21 1978,Denver,Colorado
Bob Doll\dollbo01,4,196,Aug 10 1919,Steamboat Springs,Colorado
Nick Fazekas\fazekni01,1,26,Jun 17 1985,Denver,Colorado
Eddie Gill\gilled01,7,187,Aug 16 1978,Aurora,Colorado
Glen Gondrezick\gondrgl01,6,435,Aug 30 1955,Boulder,Colorado
Grant Gondrezick\gondrgr01,2,91,Jan 19 1963,Boulder,Colorado
Tom Hovasse\hovasto01,1,2,Jan 31 1967,Durango,Colorado
Joe Kleine\kleinjo01,15,965,Jan 4 1962,Colorado Springs,Colorado
Darrick Martin\martida01,13,514,Mar 6 1971,Denver,Colorado
Eric McWilliams\mcwiler01,1,44,Apr 18 1950,Denver,Colorado
Chuck Nevitt\nevitch01,9,155,Jun 13 1959,Cortez,Colorado
Michael Ruffin\ruffimi01,9,414,Jan 21 1977,Denver,Colorado
Ron Shavlik\shavlro01,2,8,Dec 4 1933,Denver,Colorado
Jason Smith\smithja02,9,509,Mar 2 1986,Greeley,Colorado
Charles Williams\willich01,6,372,Sep 5 1943,Colorado Springs,Colorado
Chuck Williams\willich02,8,638,Jun 6 1946,Boulder,Colorado
Michael Adams\adamsmi01,11,653,Jan 19 1963,Hartford,Connecticut
Chuck Aleksinas\aleksch01,1,74,Feb 26 1959,Litchfield,Connecticut
Courtney Alexander\alexaco02,3,187,Apr 27 1977,Bridgeport,Connecticut
John Bagley\baglejo01,11,665,Apr 23 1960,Bridgeport,Connecticut
Scott Burrell\burresc01,8,383,Jan 12 1971,New Haven,Connecticut
Marcus Camby\cambyma01,17,973,Mar 22 1974,Hartford,Connecticut
Keith Closs\closske01,3,130,Apr 3 1976,Hartford,Connecticut
Chris Dudley\dudlech02,16,886,Feb 22 1965,Stamford,Connecticut
Kris Dunn\dunnkr01,1,22,Mar 18 1994,New London,Connecticut
Johnny Egan\eganjo01,11,712,Jan 31 1939,Hartford,Connecticut
John Garris\garrijo01,1,33,Jun 6 1959,Bridgeport,Connecticut
Michael Gbinije\gbinimi01,1,6,Jun 5 1992,Hartford,Connecticut
Mike Gminski\gminsmi01,14,938,Aug 3 1959,Monroe,Connecticut
Ryan Gomes\gomesry01,8,487,Sep 1 1982,Waterbury,Connecticut
Jim Johnstone\johnsji01,1,23,Sep 20 1960,New Canaan,Connecticut
Bruce Kuczenski\kuczebr01,1,15,Feb 3 1961,Bristol,Connecticut
Rick Mahorn\mahorri01,18,1117,Sep 21 1958,Hartford,Connecticut
Tharon Mayes\mayesth01,1,24,Sep 9 1968,New Haven,Connecticut
Calvin Murphy*\murphca01,13,1002,May 9 1948,Norwalk,Connecticut
Jay Murphy\murphja01,4,67,Jun 26 1962,Meriden,Connecticut
Bob Nash\nashbo01,5,236,Aug 24 1950,Hartford,Connecticut
Frank Oleynick\oleynfr01,2,102,Feb 20 1955,Bridgeport,Connecticut
Worthy Patterson\pattewo01,1,4,Jun 17 1931,New Haven,Connecticut
John Pinone\pinonjo01,1,7,Feb 19 1961,Hartford,Connecticut
Charles Smith\smithch01,9,564,Jul 16 1965,Bridgeport,Connecticut
Chris Smith\smithch03,3,224,May 17 1970,Bridgeport,Connecticut
Will Solomon\solomwi01,2,115,Jul 20 1978,Hartford,Connecticut
Greg Stokes\stokegr01,2,42,Aug 5 1963,New Haven,Connecticut
Corny Thompson\thompco01,1,44,Feb 5 1960,Middletown,Connecticut
Tyson Wheeler\wheelty01,1,1,Oct 8 1975,New Britain,Connecticut
Jordan Williams\willijo03,1,43,Oct 11 1990,Torrington,Connecticut
Sly Williams\willisl01,7,305,Jan 26 1958,New Haven,Connecticut
John Williamson\willijo01,8,516,Nov 10 1951,New Haven,Connecticut
Dexter Boney\boneyde01,1,8,Apr 27 1970,Wilmington,Delaware
A.J. English\engliaj01,2,151,Jul 11 1967,Wilmington,Delaware
Joey Graham\grahajo01,6,377,Jun 11 1982,Wilmington,Delaware
Stephen Graham\grahast01,6,239,Jun 11 1982,Wilmington,Delaware
Walt Hazzard\abdulma01,10,724,Apr 15 1942,Wilmington,Delaware
Ronnie Murphy\murphro01,1,18,Jul 29 1964,Dover,Delaware
Terence Stansbury\stanste01,3,192,Feb 27 1961,Wilmington,Delaware
Johnny Austin\austijo01,2,45,Aug 31 1944,Washington,District of Columbia
Thurl Bailey\baileth01,12,928,Apr 7 1961,Washington,District of Columbia
Tim Bassett\basseti01,7,473,Apr 1 1951,Washington,District of Columbia
John Battle\battljo01,10,612,Nov 9 1962,Washington,District of Columbia
Elgin Baylor*\bayloel01,14,846,Sep 16 1934,Washington,District of Columbia
Dave Bing*\bingda01,12,901,Nov 24 1943,Washington,District of Columbia
Adrian Branch\brancad01,4,130,Nov 17 1963,Washington,District of Columbia
Austin Carr\carrau01,10,682,Mar 10 1948,Washington,District of Columbia
Kenny Carr\carrke01,10,674,Aug 15 1955,Washington,District of Columbia
Jerry Chambers\chambje01,6,320,Jul 18 1943,Washington,District of Columbia
Randolph Childress\childra01,2,51,Sep 21 1972,Washington,District of Columbia
Adrian Dantley*\dantlad01,15,955,Feb 28 1956,Washington,District of Columbia
Ed Davis\davised01,7,459,Jun 5 1989,Washington,District of Columbia
Johnny Dawkins\dawkijo01,9,541,Sep 28 1963,Washington,District of Columbia
Sherman Douglas\douglsh01,12,765,Sep 15 1966,Washington,District of Columbia
Kevin Durant\duranke01,10,664,Sep 29 1988,Washington,District of Columbia
John Duren\durenjo01,3,201,Oct 30 1958,Washington,District of Columbia
Blue Edwards\edwarbl01,10,704,Oct 31 1965,Washington,District of Columbia
Sharrod Ford\fordsh02,1,3,Jan 9 1982,Washington,District of Columbia
Treveon Graham\grahatr01,1,5,Oct 29 1993,Washington,District of Columbia
Claude Gregory\gregocl01,2,25,Dec 26 1958,Washington,District of Columbia
Fred Hetzel\hetzefr01,6,416,Jul 21 1942,Washington,District of Columbia
Donald Hodge\hodgedo01,5,249,Feb 25 1969,Washington,District of Columbia
Tom Hoover\hooveto01,5,223,Jan 23 1941,Washington,District of Columbia
John Hummer\hummejo01,6,327,May 4 1948,Washington,District of Columbia
Mike Jackson\jacksmi01,4,264,Jul 31 1949,Washington,District of Columbia
Chris Johnson\johnsch03,3,71,Jul 15 1985,Washington,District of Columbia
DerMarr Johnson\johnsde03,7,344,May 5 1980,Washington,District of Columbia
Anthony Jones\jonesan01,3,164,Sep 13 1962,Washington,District of Columbia
Collis Jones\jonesco01,4,298,Jul 3 1949,Washington,District of Columbia
Johnny Jones\jonesjo01,2,80,Mar 12 1943,Washington,District of Columbia
Eddie Jordan\jordaed01,7,420,Jan 29 1955,Washington,District of Columbia
Tim Legler\legleti01,10,310,Dec 26 1966,Washington,District of Columbia
Cedric Lewis\lewisce01,1,3,Sep 24 1969,Washington,District of Columbia
Gene Littles\littlge01,6,450,Jun 29 1943,Washington,District of Columbia
Sidney Lowe\lowesi01,4,193,Jan 21 1960,Washington,District of Columbia
John Lucas III\lucasjo02,8,242,Nov 21 1982,Washington,District of Columbia
Bill Martin\martibi01,3,84,Aug 16 1962,Washington,District of Columbia
Roger Mason\masonro01,10,518,Sep 10 1980,Washington,District of Columbia
Mike Morrison\morrimi01,1,36,Aug 16 1967,Washington,District of Columbia
Lawrence Moten\motenla01,3,119,Mar 25 1972,Washington,District of Columbia
Moochie Norris\norrimo01,9,445,Jul 27 1973,Washington,District of Columbia
Patrick Patterson\pattepa01,7,434,Mar 14 1989,Washington,District of Columbia
Curtis Perry\perrycu01,8,480,Sep 13 1948,Washington,District of Columbia
Dominic Pressley\pressdo01,1,13,May 30 1964,Washington,District of Columbia
Don Reid\reiddo01,8,403,Dec 30 1973,Washington,District of Columbia
Bernard Robinson\robinbe01,3,128,Dec 26 1980,Washington,District of Columbia
Thomas Robinson\robinth01,5,280,Mar 17 1991,Washington,District of Columbia
Craig Shelton\sheltcr01,2,59,May 1 1957,Washington,District of Columbia
Tom Sluby\slubyto01,1,31,Feb 18 1962,Washington,District of Columbia
Charles Smith\smithch02,3,73,Nov 29 1967,Washington,District of Columbia
Michael Smith\smithmi02,7,449,Mar 28 1972,Washington,District of Columbia
Donell Taylor\taylodo01,2,98,Jul 26 1982,Washington,District of Columbia
Fatty Taylor\taylofa01,8,640,Mar 13 1946,Washington,District of Columbia
John Thompson*\thompjo01,2,74,Sep 2 1941,Washington,District of Columbia
Anthony Tucker\tuckean01,1,62,Apr 4 1969,Washington,District of Columbia
John Turner\turnejo01,1,42,Nov 30 1967,Washington,District of Columbia
Ben Warley\warlebe01,8,436,Sep 4 1936,Washington,District of Columbia
Donald Washington\washido01,2,56,Apr 22 1952,Washington,District of Columbia
Kermit Washington\washike01,10,507,Sep 17 1951,Washington,District of Columbia
Stan Washington\washist01,1,1,Jan 23 1952,Washington,District of Columbia
Delonte West\westde01,8,432,Jul 26 1983,Washington,District of Columbia
James White\whiteja02,3,67,Oct 21 1982,Washington,District of Columbia
Hawkeye Whitney\whitnha02,2,70,Jun 22 1957,Washington,District of Columbia
Bernie Williams\willibe01,5,283,Dec 30 1945,Washington,District of Columbia
Jerome Williams\willije01,9,587,May 10 1973,Washington,District of Columbia
Walt Williams\williwa02,11,708,Apr 16 1970,Washington,District of Columbia
Chris Wright\wrighch02,1,3,Nov 4 1989,Washington,District of Columbia
Sam Young\youngsa01,4,249,Jun 1 1985,Washington,District of Columbia
Gary Alexander\alexaga01,1,11,Nov 1 1969,Jacksonville,Florida
Randy Allen\allenra01,2,70,Jan 26 1965,Milton,Florida
Trevor Ariza\arizatr01,13,817,Jun 30 1985,Miami,Florida
Chucky Atkins\atkinch01,11,696,Aug 14 1974,Orlando,Florida
Vin Baker\bakervi01,13,791,Nov 23 1971,Lake Wales,Florida
Otis Birdsong\birdsot01,12,696,Dec 9 1955,Winter Haven,Florida
Steve Blake\blakest01,13,870,Feb 26 1980,Hollywood,Florida
Ricky Blanton\blantri01,1,2,Apr 21 1966,Miami,Florida
Tony Bobbitt\bobbito01,1,2,Oct 22 1979,Daytona,Florida
Alex Bradley\bradlal02,1,39,Oct 30 1959,Bradenton,Florida
Mike Brittain\brittmi01,2,38,Jun 21 1963,Clearwater,Florida
Dee Brown\brownde01,12,608,Nov 29 1968,Jacksonville,Florida
Ticky Burden\burdeti01,3,134,Feb 28 1953,Haines City,Florida
Nick Calathes\calatni01,2,129,Feb 7 1989,Casselberry,Florida
Vince Carter\cartevi01,19,1292,Jan 26 1977,Daytona Beach,Florida
Jordan Clarkson\clarkjo01,3,162,Jun 7 1992,Tampa,Florida
Norris Coleman\colemno01,1,29,Sep 27 1961,Jacksonville,Florida
James Collins\collija01,1,23,Nov 5 1973,Jacksonville,Florida
Chris Corchiani\corchch01,3,112,Mar 28 1968,Coral Gables,Florida
Marquis Daniels\daniema01,10,548,Jan 7 1981,Jasper,Florida
Ben Davis\davisbe01,4,40,Dec 26 1972,Vero Beach,Florida
Mike Davis\davismi03,1,8,Aug 2 1956,Jacksonville,Florida
Darryl Dawkins\dawkida01,14,726,Jan 11 1957,Orlando,Florida
Mickey Dillard\dillami01,1,33,Oct 15 1958,Hollywood,Florida
Keyon Dooling\doolike01,13,728,May 8 1980,Ft. Lauderdale,Florida
Zabian Dowdell\dowdeza01,1,24,Sep 10 1984,Pahokee,Florida
Jarell Eddie\eddieja01,1,26,Oct 30 1991,Tampa,Florida
Doug Edwards\edwardo01,3,85,Jan 21 1971,Miami,Florida
Reggie Evans\evansre01,13,809,May 18 1980,Pensacola,Florida
Daniel Ewing\ewingda01,2,127,Mar 26 1983,Milton,Florida
Carl Fuller\fulleca01,2,76,Jan 10 1946,St. Augustine,Florida
Alonzo Gee\geeal01,8,415,May 29 1987,Riviera Beach,Florida
Artis Gilmore*\gilmoar01,17,1329,Sep 21 1949,Chipley,Florida
Anthony Goldwire\goldwan01,8,266,Sep 6 1971,West Palm Beach,Florida
Kenny Green\greenke02,2,60,Oct 11 1964,Eustis,Florida
Taurean Green\greenta01,1,17,Nov 28 1986,Fort Lauderdale,Florida
Orien Greene\greenor01,4,131,Feb 4 1982,Gainesville,Florida
Glenn Hagan\hagangl01,1,4,Jun 25 1955,Sanford,Florida
Shaler Halimon\halimsh01,5,254,Mar 30 1945,Tampa,Florida
Tom Hammonds\hammoto01,12,687,Mar 27 1967,Fort Walton,Florida
Tim Hardaway\hardati02,4,225,Mar 16 1992,Miami,Florida
Udonis Haslem\hasleud01,14,821,Jun 9 1980,Miami,Florida
Alvin Heggs\heggsal01,1,4,Dec 12 1967,Jacksonville,Florida
Jerome James\jamesje01,9,358,Nov 17 1975,Tampa,Florida
Tim James\jamesti01,3,43,Dec 26 1976,Miami,Florida
Chris Johnson\johnsch04,4,147,Apr 29 1990,Orlando,Florida
Clemon Johnson\johnscl01,10,761,Sep 12 1956,Monticello,Florida
Eddie Johnson\johnsed02,10,675,Feb 24 1955,Ocala,Florida
Frank Johnson\johnsfr01,10,596,Nov 23 1958,Weirsdale,Florida
Dominique Jones\jonesdo02,3,80,Oct 15 1988,Lake Wales,Florida
Eddie Jones\jonesed02,14,954,Oct 20 1971,Pompano Beach,Florida
James Jones\jonesja02,14,672,Oct 4 1980,Miami,Florida
Jumaine Jones\jonesju01,8,471,Feb 10 1979,Cocoa,Florida
Solomon Jones\jonesso01,8,281,Jul 16 1984,Eustis,Florida
Greg Kelser\kelsegr01,6,305,Sep 17 1957,Panama City,Florida
Tarence Kinsey\kinseta01,3,109,Mar 21 1984,Tampa,Florida
Curtis Kitchen\kitchcu01,1,6,Jan 30 1964,Cape Coral,Florida
Brandon Knight\knighbr03,6,350,Dec 2 1991,Miami,Florida
Clifford Lett\lettcl01,2,11,Dec 23 1965,Pensacola,Florida
Anthony Mason\masonan01,13,882,Dec 14 1966,Miami,Florida
Wes Matthews\matthwe01,9,465,Aug 24 1959,Sarasota,Florida
Vernon Maxwell\maxweve01,13,855,Sep 12 1965,Gainesville,Florida
Travis Mays\maystr01,3,115,Jun 19 1968,Ocala,Florida
George McCloud\mccloge01,12,766,May 27 1967,Daytona Beach,Florida
Roderick McDonald\mcdonro01,3,87,Apr 9 1945,Jacksonville,Florida
Tracy McGrady\mcgratr01,15,938,May 24 1979,Bartow,Florida
Stan McKenzie\mckenst01,7,396,Oct 6 1944,Miami,Florida
Otto Moore\mooreot01,9,682,Aug 27 1946,Miami,Florida
Chandler Parsons\parsoch01,6,346,Oct 25 1988,Casselberry,Florida
Rich Peek\peekri01,1,51,Oct 28 1943,Miami,Florida
Will Perdue\perduwi01,13,792,Aug 29 1965,Melbourne,Florida
Howard Porter\porteho01,7,457,Aug 31 1948,Stuart,Florida
Ed Rains\rainsed01,2,83,Dec 24 1956,Ocala,Florida
Ryan Reid\reidry01,1,5,Oct 30 1986,Lauderdale Lakes,Florida
Richard Rellford\rellfri01,1,4,Feb 16 1964,Riviera Beach,Florida
Glen Rice\ricegl02,2,16,Jan 1 1991,Miami,Florida
Chris Richard\richach01,2,70,Dec 25 1984,Lakeland,Florida
Mitch Richmond*\richmmi01,14,976,Jun 30 1965,Fort Lauderdale,Florida
Red Robbins\robbire01,8,586,Sep 30 1944,Leesburg,Florida
Rick Robey\robeyri01,8,493,Jan 30 1956,Coral Gables,Florida
David Robinson*\robinda01,14,987,Aug 6 1965,Key West,Florida
Truck Robinson\robintr01,11,772,Oct 4 1951,Jacksonville,Florida
Tree Rollins\rollitr01,18,1156,Jun 16 1955,Winter Haven,Florida
Clifford Rozier\roziecl01,4,173,Oct 31 1972,Bradenton,Florida
Larry Sanders\sandela01,5,233,Nov 21 1988,Fort Pierce,Florida
Dwayne Schintzius\schindw01,8,217,Oct 14 1968,Brandon,Florida
