Player,Yrs,G,Date,City,State
Otis Howard\howarot01,1,14,Nov 5 1956,Oak Ridge,Tennessee
Bailey Howell*\howelba01,12,950,Jan 20 1937,Middleton,Tennessee
Lester Hudson\hudsole01,4,57,Aug 7 1984,Memphis,Tennessee
Les Hunter\huntele01,7,468,Aug 16 1942,Nashville,Tennessee
Abdul Jeelani\jeelaab01,2,143,Feb 10 1954,Bells,Tennessee
John Jenkins\jenkijo01,5,144,Mar 6 1991,Nashville,Tennessee
Dontae' Jones\jonesdo01,1,15,Jun 2 1975,Nashville,Tennessee
Popeye Jones\jonespo01,11,535,Jun 17 1970,Dresden,Tennessee
Rich Jones\jonesri01,8,508,Dec 27 1946,Memphis,Tennessee
Clyde Lee\leecl01,10,742,Mar 14 1944,Nashville,Tennessee
Bill Ligon\ligonbi01,1,38,May 29 1952,Nashville,Tennessee
Ryan Lorthridge\lorthry01,1,37,Jul 27 1972,Nashville,Tennessee
Malcolm Mackey\mackema01,1,22,Jul 11 1970,Chattanooga,Tennessee
Ted McClain\mcclate01,8,555,Aug 30 1946,Nashville,Tennessee
Hank McDowell\mcdowha01,6,206,Nov 13 1959,Memphis,Tennessee
Darnell Mee\meeda01,2,40,Feb 11 1971,Cleveland,Tennessee
Ron Mercer\mercero01,8,432,May 18 1976,Nashville,Tennessee
Johnny Neumann\neumajo01,7,455,Sep 11 1951,Memphis,Tennessee
Cameron Payne\payneca01,1,57,Aug 8 1994,Memphis,Tennessee
Elliot Perry\perryel01,10,549,Mar 28 1969,Memphis,Tennessee
Don Ray\raydo01,1,61,Jul 8 1921,Mt. Juliet,Tennessee
J.J. Redick\redicjj01,11,634,Jun 24 1984,Cookeville,Tennessee
Rick Roberson\roberri01,7,423,Jul 7 1947,Memphis,Tennessee
Anthony Roberts\roberan01,5,213,Apr 15 1955,Chattanooga,Tennessee
Oscar Robertson*\roberos01,14,1040,Nov 24 1938,Charlotte,Tennessee
Ronnie Robinson\robinro01,2,72,Mar 9 1951,Memphis,Tennessee
Doug Roth\rothdo01,1,42,Aug 24 1967,Knoxville,Tennessee
Campy Russell\russeca02,9,566,Jan 12 1952,Jackson,Tennessee
Alvin Scott\scottal01,8,627,Sep 14 1955,Cleveland,Tennessee
McKinley Singleton\singlmc01,1,2,Oct 29 1961,Memphis,Tennessee
Bingo Smith\smithbi02,11,865,Feb 26 1946,Memphis,Tennessee
Ryan Stack\stackry01,2,43,Jul 24 1975,Nashville,Tennessee
Jarnell Stokes\stokeja01,3,28,Jan 7 1994,Memphis,Tennessee
Johnny Taylor\taylojo01,3,54,Jun 4 1974,Chattanooga,Tennessee
Adonis Thomas\thomaad01,1,6,Mar 25 1993,Memphis,Tennessee
Paul Thompson\thomppa01,3,154,May 25 1961,Smyrna,Tennessee
Andre Turner\turnean01,6,170,Dec 13 1964,Memphis,Tennessee
Elston Turner\turneel01,8,505,Jun 10 1959,Knoxville,Tennessee
David Vaughn\vaughda01,2,93,Jun 4 1952,Nashville,Tennessee
Dwight Waller\walledw01,3,20,Oct 5 1945,Brownsville,Tennessee
Willie White\whitewi01,2,82,Aug 20 1962,Memphis,Tennessee
Ron Widby\widbyro01,1,20,Mar 9 1945,Knoxville,Tennessee
James Wilkes\wilkeja02,3,114,Apr 1 1958,Nashville,Tennessee
Elliot Williams\williel01,4,109,Jun 20 1989,Memphis,Tennessee
Lou Williams\willilo02,12,725,Oct 27 1986,Memphis,Tennessee
Shawne Williams\willish03,7,314,Feb 16 1986,Memphis,Tennessee
Michael Wilson\wilsomi01,3,32,Sep 15 1959,Memphis,Tennessee
Qyntel Woods\woodsqy01,4,167,Feb 16 1981,Memphis,Tennessee
Brandan Wright\wrighbr03,8,372,Oct 5 1987,Nashville,Tennessee
Lorenzen Wright\wrighlo02,13,778,Nov 4 1975,Memphis,Tennessee
Vincent Yarbrough\yarbrvi01,1,59,Mar 21 1981,Cleveland,Tennessee
Stephen Zimmerman\zimmest01,1,2,Sep 9 1996,Hendersonville,Tennessee
Quincy Acy\acyqu01,5,225,Oct 6 1990,Tyler,Texas
LaMarcus Aldridge\aldrila01,11,743,Jul 19 1985,Dallas,Texas
Greg Anderson\andergr01,10,680,Jun 22 1964,Houston,Texas
Jay Arnette\arnetja01,3,114,Dec 19 1938,Austin,Texas
Darrell Arthur\arthuda01,8,453,Mar 25 1988,Dallas,Texas
Chris Babb\babbch01,1,14,Feb 14 1990,Arlington,Texas
Tom Barker\barketo01,2,98,Mar 11 1955,Harlingen,Texas
Maceo Baston\bastoma01,4,105,May 29 1975,Corsicana,Texas
Tony Battie\battito01,14,837,Feb 11 1976,Dallas,Texas
John Beasley\beasljo01,7,506,Feb 5 1944,Texarkana,Texas
Zelmo Beaty*\beatyze01,12,889,Oct 25 1939,Hillister,Texas
Mario Bennett\bennema01,4,68,Aug 1 1973,Denton,Texas
Lance Blanks\blankla01,3,142,Sep 9 1966,Del Rio,Texas
Mookie Blaylock\blaylmo01,13,889,Mar 20 1967,Garland,Texas
Chris Bosh\boshch01,13,893,Mar 24 1984,Dallas,Texas
Nate Bowman\bowmana01,6,261,Mar 19 1943,Fort Worth,Texas
Price Brookfield\brookpr01,2,61,May 11 1920,Floydada,Texas
David Burns\burnsda01,1,9,Jul 3 1958,Dallas,Texas
Jimmy Butler\butleji01,6,345,Sep 14 1989,Houston,Texas
Adrian Caldwell\caldwad01,6,197,Jul 4 1966,Falls County,Texas
Joe Caldwell\caldwjo01,11,782,Nov 1 1941,Texas City,Texas
Mack Calvin\calvima01,11,755,Jul 27 1947,Fort Worth,Texas
Jimmy Carruth\carruji01,1,4,Nov 4 1969,El Paso,Texas
Ron Cavenall\cavenro01,2,58,Apr 30 1959,Beaumont,Texas
John Celestand\celesjo01,1,16,Mar 6 1977,Houston,Texas
Bill Closs\clossbi01,3,186,Jan 8 1922,Edge,Texas
Joe Cooper\coopejo01,3,24,Sep 1 1957,Houston,Texas
Dwight Davis\davisdw01,5,340,Oct 28 1949,Houston,Texas
Walt Davis\daviswa01,5,325,Jan 5 1931,Beaumont,Texas
Willie Davis\daviswi01,1,8,Aug 9 1945,Fairfield,Texas
Eric Dawson\dawsoer01,1,4,Jul 7 1984,San Antonio,Texas
Michael Doleac\doleami01,10,587,Jun 15 1977,San Antonio,Texas
Mike Dunleavy\dunlemi02,15,949,Sep 15 1980,Fort Worth,Texas
Pat Durham\durhapa01,2,64,Mar 10 1967,Dallas,Texas
Craig Ehlo\ehlocr01,14,873,Aug 11 1961,Lubbock,Texas
Andre Emmett\emmetan01,2,14,Aug 27 1982,Dallas,Texas
Earl Evans\evansea01,1,36,Nov 11 1955,Port Arthur,Texas
Alton Ford\fordal02,3,73,May 29 1981,Houston,Texas
T.J. Ford\fordtj01,8,429,Mar 24 1983,Houston,Texas
Courtney Fortson\fortsco01,1,10,May 23 1988,San Antonio,Texas
Jeff Foster\fosteje01,13,764,Jan 16 1977,San Antonio,Texas
Tim Frazier\fraziti01,3,85,Nov 1 1990,Houston,Texas
Daniel Gibson\gibsoda01,7,397,Feb 27 1986,Houston,Texas
Trey Gilder\gildetr01,1,2,Jan 24 1985,Dallas,Texas
Ricky Grace\graceri01,1,3,Aug 20 1967,Dallas,Texas
Gerald Green\greenge01,10,509,Jan 26 1986,Houston,Texas
Jim Hadnot\hadnoji01,1,77,Jan 15 1940,Jasper,Texas
John Hargis\hargijo01,2,89,Aug 20 1920,Nacogdoches,Texas
Mike Harris\harrimi01,4,54,Jun 15 1983,Hillsboro,Texas
Terrel Harris\harrite01,2,42,Aug 10 1987,Dallas,Texas
Aaron Harrison\harriaa01,2,25,Oct 28 1994,San Antonio,Texas
Andrew Harrison\harrian01,1,23,Oct 28 1994,San Antonio,Texas
Bill Henry\henrybi01,2,95,Dec 27 1924,Dallas,Texas
Skeeter Henry\henrysk01,1,4,Dec 8 1967,Dallas,Texas
Grant Hill\hillgr01,18,1026,Oct 5 1972,Dallas,Texas
Carroll Hooser\hooseca01,1,56,Mar 5 1944,Dallas,Texas
Danuel House\houseda01,1,1,Jun 7 1993,Houston,Texas
Stephen Howard\howarst01,4,120,Jul 15 1970,Dallas,Texas
Josh Huestis\huestjo01,1,5,Dec 19 1991,Webster,Texas
Cedric Hunter\huntece01,1,1,Jan 16 1965,Wichita Falls,Texas
Luke Jackson\jackslu01,8,522,Oct 31 1941,San Marcos,Texas
Stephen Jackson\jacksst02,14,858,Apr 5 1978,Houston,Texas
Charles Johnson\johnsch01,7,521,Mar 31 1949,Corpus Christi,Texas
George Johnson\johnsge01,4,136,Jun 19 1947,Herleton,Texas
Ivan Johnson\johnsiv01,2,125,Apr 10 1984,San Antonio,Texas
Larry Johnson\johnsla02,10,707,Mar 14 1969,Tyler,Texas
Steffond Johnson\johnsst02,1,29,Nov 4 1962,Longview,Texas
Wesley Johnson\johnswe01,7,446,Jul 11 1987,Corsicana,Texas
Damon Jones\jonesda01,11,657,Aug 25 1976,Galveston,Texas
Dwight Jones\jonesdw01,10,766,Feb 27 1952,Houston,Texas
K.C. Jones*\joneskc01,9,676,May 25 1932,Taylor,Texas
DeAndre Jordan\jordade01,9,615,Jul 21 1988,Houston,Texas
Greg Kite\kitegr01,12,680,Aug 5 1961,Houston,Texas
Keith Langford\langfke01,1,2,Sep 15 1983,Fort Worth,Texas
Dave Lattin\lattida01,5,263,Dec 23 1943,Houston,Texas
Acie Law\lawac01,4,188,Jan 25 1985,Dallas,Texas
Grady Lewis\lewisgr01,3,139,Mar 25 1917,Boyd,Texas
Alton Lister\listeal01,16,953,Oct 1 1958,Dallas,Texas
Guy Manning\mannigu01,2,73,Feb 4 1944,Oakwood,Texas
Cartier Martin\martica01,7,243,Nov 20 1984,Crockett,Texas
Slater Martin*\martisl01,11,745,Oct 22 1925,El Mina,Texas
Desmond Mason\masonde01,10,643,Oct 11 1977,Waxahachie,Texas
Wesley Matthews\matthwe02,8,539,Oct 14 1986,San Antonio,Texas
Sheldon McClellan\mcclesh01,1,7,Dec 21 1992,Houston,Texas
Michael McDonald\mcdonmi01,1,1,Feb 13 1969,Longview,Texas
Ivan McFarlin\mcfariv01,1,11,Apr 26 1982,Missouri City,Texas
Mike McGee\mcgeemi01,9,520,Jul 29 1959,Tyler,Texas
Bill McGill\mcgilbi01,5,295,Sep 16 1939,San Angelo,Texas
Elton McGriff\mcgriel01,2,56,Aug 21 1942,Corsicana,Texas
McCoy McLemore\mclemmc01,8,580,Apr 3 1942,Houston,Texas
Larry Micheaux\michela01,2,96,Mar 24 1960,Houston,Texas
Jordan Mickey\mickejo01,2,25,Jul 9 1994,Dallas,Texas
C.J. Miles\milescj01,12,655,Apr 18 1987,Dallas,Texas
Oliver Miller\milleol01,9,493,Apr 6 1970,Fort Worth,Texas
Eric Moreland\moreler01,2,11,Dec 24 1991,Houston,Texas
Randolph Morris\morrira01,4,74,Jan 2 1986,Houston,Texas
Toure' Murry\murryto01,2,56,Nov 8 1989,Houston,Texas
Willie Naulls\naullwi01,10,716,Oct 7 1934,Dallas,Texas
Emeka Okafor\okafoem01,9,590,Sep 28 1982,Houston,Texas
Kevin Ollie\ollieke01,13,662,Dec 27 1972,Dallas,Texas
Greg Ostertag\ostergr01,11,756,Mar 6 1973,Dallas,Texas
Bo Outlaw\outlabo01,15,914,Apr 13 1971,San Antonio,Texas
Easy Parham\parhaea01,3,133,Dec 27 1921,Fort Worth,Texas
Kendrick Perkins\perkike01,13,781,Nov 10 1984,Nederland,Texas
Gene Phillips\phillge01,2,31,Oct 25 1948,Livingston,Texas
Ricky Pierce\piercri01,16,969,Aug 19 1959,Dallas,Texas
Dexter Pittman\pittmde01,4,50,Mar 2 1988,Rosenberg,Texas
Phil Pressey\pressph01,3,148,Feb 17 1991,Dallas,Texas
Ronnie Price\pricero01,11,530,Jun 21 1983,Friendswood,Texas
Julius Randle\randlju01,3,103,Nov 29 1994,Dallas,Texas
Micheal Ray Richardson\richami01,8,556,Apr 11 1955,Lubbock,Texas
Lawrence Roberts\roberla01,2,87,Oct 20 1982,Houston,Texas
Willie Rogers\rogerwi01,1,40,Sep 11 1945,Nacogdoches,Texas
Quinton Ross\rossqu01,7,458,Apr 30 1981,Dallas,Texas
Rubin Russell\russeru01,1,26,Nov 7 1944,Fort Worth,Texas
Daniel Santiago\santida01,4,122,Jun 24 1976,Lubbock,Texas
Jason Sasser\sasseja01,2,14,Jan 13 1974,Denton,Texas
Jeryl Sasser\sasseje01,2,82,Feb 13 1979,Dallas,Texas
DeWayne Scales\scalede01,3,49,Dec 28 1958,Dallas,Texas
Bill Sharman*\sharmbi01,11,711,May 25 1926,Abilene,Texas
Donald Sidle\sidledo01,4,314,Jun 21 1946,Dallas,Texas
Xavier Silas\silasxa01,1,2,Jan 22 1988,San Antonio,Texas
Jonathon Simmons\simmojo02,2,78,Sep 14 1989,Houston,Texas
Brian Skinner\skinnbr01,14,608,May 19 1976,Temple,Texas
Reggie Slater\slatere01,8,259,Aug 27 1970,Houston,Texas
Marcus Smart\smartma01,3,147,Mar 6 1994,Flower Mound,Texas
Charles Smith\smithch04,5,142,Aug 22 1975,Fort Worth,Texas
LaBradford Smith\smithla02,3,183,Apr 3 1969,Bay City,Texas
Stevin Smith\smithst02,1,8,Jan 24 1972,Dallas,Texas
Ken Spain\spainke01,1,11,Oct 6 1946,Houston,Texas
Jim Spruill\spruiji01,1,1,Feb 26 1923,Dublin,Texas
Dave Stallworth\stallda01,8,522,Dec 20 1941,Dallas,Texas
D.J. Stephens\stephdj01,1,3,Dec 19 1990,Killeen,Texas
Fred Taylor\taylofr01,2,88,Feb 5 1948,Houston,Texas
Terry Teagle\teaglte01,11,687,Apr 10 1960,Broaddus,Texas
Ira Terrell\terreir01,2,127,Jun 19 1954,Dallas,Texas
Kurt Thomas\thomaku01,18,1110,Oct 4 1972,Dallas,Texas
Brooks Thompson\thompbr01,4,168,Jul 19 1970,Dallas,Texas
Darren Tillis\tillida01,2,124,Feb 23 1960,Dallas,Texas
Myles Turner\turnemy01,2,81,Mar 24 1996,Bedford,Texas
B.J. Tyler\tylerbj01,1,55,Apr 30 1971,Galveston,Texas
Ben Uzoh\uzohbe01,2,60,Mar 19 1988,Houston,Texas
Taurean Waller-Prince\princta02,1,15,Mar 22 1994,San Marcos,Texas
Willie Warren\warrewi01,1,19,Oct 22 1989,Dallas,Texas
Spud Webb\webbsp01,12,814,Jul 13 1963,Dallas,Texas
David Wesley\wesleda01,14,949,Nov 14 1970,San Antonio,Texas
Art Williams\williar01,8,548,Sep 29 1939,Bonham,Texas
Micheal Williams\willimi02,10,413,Jul 23 1966,Dallas,Texas
Rob Williams\williro02,2,153,May 5 1961,Houston,Texas
Sean Williams\willise01,4,137,Sep 13 1986,Houston,Texas
Justise Winslow\winslju01,2,87,Mar 26 1996,Houston,Texas
Rickie Winslow\winslri01,1,7,Jul 26 1964,Houston,Texas
Bracey Wright\wrighbr02,2,26,Jul 1 1984,The Colony,Texas
Joe Young\youngjo01,2,56,Jun 27 1992,Houston,Texas
Michael Young\youngmi01,3,49,Jan 2 1961,Houston,Texas
Lance Allred\allrela01,1,3,Feb 2 1981,Salt Lake City,Utah
Devin Brown\brownde02,8,465,Dec 30 1978,Salt Lake City,Utah
Tom Chambers\chambto01,16,1107,Jun 21 1959,Ogden,Utah
Devin Durrant\durrade01,2,63,Oct 20 1960,Provo,Utah
Arnie Ferrin\ferriar01,3,178,Jul 29 1925,Salt Lake City,Utah
Josh Grant\grantjo01,1,53,Aug 7 1967,Salt Lake City,Utah
Travis Hansen\hansetr01,1,41,Apr 15 1978,Provo,Utah
Britton Johnsen\johnsbr01,2,26,Jul 8 1979,Salt Lake City,Utah
Jeff Judkins\judkije01,5,272,Mar 23 1956,Salt Lake City,Utah
Travis Knight\knightr01,7,371,Sep 13 1974,Salt Lake City,Utah
Steven Kramer\kramest01,3,124,Jan 1 1945,Sandy,Utah
Pace Mannion\mannipa01,6,216,Sep 22 1960,Salt Lake City,Utah
Ariel Maughan\maughar01,5,259,Apr 26 1923,Salt Lake City,Utah
Wat Misaka\misakwa01,1,3,Dec 21 1923,Ogden,Utah
Scot Pollard\pollasc01,11,506,Feb 12 1975,Murray,Utah
Fred Roberts\roberfr01,13,818,Aug 14 1960,Provo,Utah
Byron Scott\scottby01,14,1073,Mar 28 1961,Ogden,Utah
Danny Vranes\vraneda01,7,510,Oct 29 1958,Salt Lake City,Utah
Brady Walker\walkebr01,4,228,Mar 15 1921,Provo,Utah
C.J. Wilcox\wilcocj01,3,53,Dec 30 1990,Pleasant Grove,Utah
Cory Alexander\alexaco01,7,307,Jun 22 1973,Waynesboro,Virginia
Justin Anderson\anderju01,2,76,Nov 19 1993,Montross,Virginia
Jerrelle Benimon\benimje01,1,2,Aug 1 1991,Warrenton,Virginia
Keith Bogans\boganke01,11,671,May 12 1980,Alexandria,Virginia
Cal Bowdler\bowdlca01,3,142,Mar 31 1977,Sharps,Virginia
Dennis Boyd\boydde01,1,5,May 21 1954,Portsmouth,Virginia
Allan Bristow\bristal01,10,695,Aug 23 1951,Richmond,Virginia
Bimbo Coles\colesbi01,14,852,Apr 22 1968,Covington,Virginia
Dell Curry\curryde01,16,1083,Jun 25 1964,Harrisonburg,Virginia
Bob Dandridge\dandrbo01,13,839,Nov 15 1947,Richmond,Virginia
Troy Daniels\danietr01,4,108,Jul 15 1991,Roanoke,Virginia
Jesse Dark\darkje01,1,47,Sep 2 1951,Richmond,Virginia
Mark Davis\davisma01,1,33,Jun 8 1963,Chesapeake,Virginia
Terry Davis\daviste01,10,480,Jun 17 1967,Danville,Virginia
Andre Dawkins\dawkian01,1,4,Sep 19 1991,Fairfax,Virginia
Roy Ebron\ebronro01,1,40,Aug 31 1951,Norfolk,Virginia
Ray Epps\eppsra01,1,13,Aug 20 1956,Amelia,Virginia
Dorian Finney-Smith\finnedo01,1,20,May 4 1993,Portsmouth,Virginia
William Franklin\frankwi01,3,107,Oct 19 1949,Norfolk,Virginia
Justin Harper\harpeju01,2,19,Aug 30 1989,Richmond,Virginia
Bernie Harris\harribe01,1,11,Nov 26 1950,Roanoke,Virginia
Gerald Henderson\hendege01,13,871,Jan 16 1956,Richmond,Virginia
Allen Iverson*\iversal01,14,914,Jun 7 1975,Hampton,Virginia
Michael Jackson\jacksmi02,3,89,Jul 13 1964,Fairfax,Virginia
Keith Jennings\jennike01,3,164,Nov 2 1968,Culpepper,Virginia
Jerome Kersey\kerseje01,17,1153,Jun 26 1962,Clarksville,Virginia
John Kuester\kuestjo01,3,135,Feb 6 1955,Richmond,Virginia
Jeremy Lamb\lambje01,5,225,May 30 1992,Henrico Valley,Virginia
Meyers Leonard\leoname01,5,247,Feb 27 1992,Woodbridge,Virginia
George Lynch\lynchge01,12,774,Sep 3 1970,Roanoke,Virginia
Vernon Macklin\macklve01,1,23,Sep 20 1986,Portsmouth,Virginia
Moses Malone*\malonmo01,21,1455,Mar 23 1955,Petersburg,Virginia
Kendall Marshall\marshke01,4,160,Aug 19 1991,Dumfries,Virginia
Tony Massenburg\masseto01,13,683,Jul 31 1967,Sussex,Virginia
James Michael McAdoo\mcadoja01,3,66,Jan 4 1993,Norfolk,Virginia
Guy Morgan\morgagu01,1,8,Aug 23 1960,Virginia Beach,Virginia
Isaiah Morris\morriis01,1,25,Apr 2 1969,Richmond,Virginia
Alonzo Mourning*\mournal01,15,838,Feb 8 1970,Chesapeake,Virginia
Johnny Newman\newmajo01,16,1159,Nov 28 1963,Danville,Virginia
Jim O'Brien\obrieji02,2,58,Nov 7 1951,Falls Church,Virginia
Jim Palmer\palmeji01,3,196,Jun 8 1933,Keokee,Virginia
Ron Perry\perryro01,3,187,Dec 29 1943,Garrisonville,Virginia
David Pope\popeda01,2,33,Apr 15 1962,Newport News,Virginia
Paul Pressey\presspa01,11,724,Dec 24 1958,Richmond,Virginia
J.R. Reid\reidjr01,11,672,Mar 31 1968,Virginia Beach,Virginia
Ralph Sampson*\sampsra01,9,456,Jul 7 1960,Harrisonburg,Virginia
Mike Scott\scottmi01,5,266,Jul 16 1988,Chesapeake,Virginia
Ed Sherod\sheroed01,1,64,Sep 13 1959,Richmond,Virginia
Joe Smith\smithjo02,16,1030,Jul 26 1975,Norfolk,Virginia
Rory Sparrow\sparrro01,12,836,Jun 12 1958,Suffolk,Virginia
Bruce Spraggins\spragbr01,1,70,,Williamsburg,Virginia
Bryant Stith\stithbr01,10,586,Dec 10 1970,Emporia,Virginia
Sam Stith\stithsa01,1,32,Jul 22 1937,Greenville County,Virginia
Tom Stith\stithto01,1,25,Jan 21 1939,Greenville County,Virginia
Julyan Stone\stoneju01,3,47,Dec 7 1988,Alexandria,Virginia
Lamont Strothers\strotla01,2,13,May 10 1968,Nansemond County,Virginia
Skeeter Swift\swiftsk01,5,283,Jun 19 1946,Alexandria,Virginia
Linton Townes\towneli01,3,60,Nov 30 1959,Richmond,Virginia
Ronnie Valentine\valenro01,1,24,Nov 27 1957,Norfolk,Virginia
Jarvis Varnado\varnaja01,2,37,Mar 1 1988,Fairfax,Virginia
Jimmy Walker\walkeji01,9,698,Apr 8 1944,Amherst,Virginia
Jamie Waller\walleja01,1,9,Nov 20 1964,South Boston,Virginia
Wilson Washington\washiwi01,2,100,Aug 3 1955,Norfolk,Virginia
Briante Weber\weberbr01,1,7,Dec 29 1992,Chesapeake,Virginia
Mark West\westma01,17,1090,Nov 5 1960,Petersburg,Virginia
John Wetzel\wetzejo01,7,357,Oct 22 1944,Waynesboro,Virginia
Monty Williams\willimo01,9,456,Oct 8 1971,Fredericksburg,Virginia
Reggie Williams\willire02,6,200,Sep 14 1986,Prince George,Virginia
Troy Williams\willitr02,1,18,Dec 30 1994,Hampton,Virginia
Othell Wilson\wilsoot01,2,127,Oct 26 1961,Alexandria,Virginia
Ricky Wilson\wilsori02,1,24,Jul 16 1964,Hampton,Virginia
Byron Beck\beckby01,10,747,Jan 25 1945,Ellensburg,Washington
Gale Bishop\bishoga01,1,56,Jun 4 1922,Sumas,Washington
Avery Bradley\bradlav01,7,380,Nov 26 1990,Tacoma,Washington
Jon Brockman\brockjo01,3,150,Mar 20 1987,Snohomish,Washington
Aaron Brooks\brookaa01,9,567,Jan 14 1985,Seattle,Washington
Larry Bunce\buncela01,2,129,Jul 29 1945,Tacoma,Washington
Kevin Burleson\burleke01,1,39,Apr 9 1979,Seattle,Washington
Mike Champion\champmi01,1,2,Apr 5 1964,Everett,Washington
Doug Christie\chrisdo01,15,827,May 9 1970,Seattle,Washington
John Coker\cokerjo01,3,25,Oct 28 1971,Richland,Washington
Jamal Crawford\crawfja01,17,1123,Mar 20 1980,Seattle,Washington
Rod Derline\derliro01,2,107,Mar 11 1952,Elma,Washington
James Edwards\edwarja01,19,1168,Nov 22 1955,Seattle,Washington
Richie Frahm\frahmri01,4,140,Aug 14 1977,Battle Ground,Washington
Bernie Fryer\fryerbe01,2,120,Dec 25 1949,Bellingham,Washington
Joe Harris\harrijo01,3,77,Sep 7 1991,Chelan,Washington
Spencer Hawes\hawessp01,10,650,Apr 28 1988,Seattle,Washington
Steve Hawes\hawesst01,10,688,May 26 1950,Seattle,Washington
Mark Hendrickson\hendrma01,4,114,Jun 23 1974,Mount Vernon,Washington
Mike Holton\holtomi01,6,325,Aug 4 1961,Seattle,Washington
George Irvine\irvinge01,6,325,Feb 1 1948,Seattle,Washington
Cory Jefferson\jeffeco01,2,58,Dec 26 1990,Tacoma,Washington
Zach LaVine\lavinza01,3,180,Mar 10 1995,Renton,Washington
Rich Manning\manniri01,2,55,Jun 23 1970,Tacoma,Washington
Paul Mokeski\mokespa01,12,694,Jan 3 1957,Spokane,Washington
Darren Morningstar\mornida01,1,23,Apr 22 1969,Stevenson,Washington
Dejounte Murray\murrade01,1,11,Sep 19 1996,Seattle,Washington
Brian Quinnett\quinnbr01,3,138,May 30 1966,Pullman,Washington
Mark Radford\radfoma01,2,97,Jul 5 1959,Tacoma,Washington
Blair Rasmussen\rasmubl01,8,532,Nov 13 1962,Auburn,Washington
Craig Raymond\raymocr01,5,241,Apr 5 1945,Aberdeen,Washington
Clint Richardson\richacl01,8,586,Aug 7 1956,Seattle,Washington
Nate Robinson\robinna01,11,618,May 31 1984,Seattle,Washington
Brandon Roy\roybr01,6,326,Jul 23 1984,Seattle,Washington
Dale Schlueter\schluda01,10,586,Nov 12 1945,Tacoma,Washington
Peyton Siva\sivape01,1,24,Oct 24 1990,Seattle,Washington
David Stockton\stockda01,1,3,Jun 24 1991,Spokane,Washington
John Stockton*\stockjo01,19,1504,Mar 26 1962,Spokane,Washington
Randy Stoll\stollra01,1,25,,Seattle,Washington
John Stroeder\stroejo01,2,46,Jul 24 1958,Bremerton,Washington
Rodney Stuckey\stuckro01,10,624,Apr 21 1986,Seattle,Washington
Jason Terry\terryja01,18,1300,Sep 15 1977,Seattle,Washington
Isaiah Thomas\thomais02,6,386,Feb 7 1989,Tacoma,Washington
Bryan Warrick\warribr01,4,169,Jul 22 1959,Moses Lake,Washington
Martell Webster\webstma02,10,580,Dec 4 1986,Edmonds,Washington
Marcus Williams\willima04,2,13,Nov 18 1986,Seattle,Washington
Marvin Williams\willima02,12,801,Jun 19 1986,Bremerton,Washington
Milt Williams\willimi01,4,72,Nov 22 1945,Seattle,Washington
Terrence Williams\willite01,4,153,Jun 28 1987,Seattle,Washington
David Wood\woodda01,7,412,Nov 30 1964,Spokane,Washington
Tom Workman\workmto01,4,125,Nov 14 1944,Seattle,Washington
Tony Wroten\wroteto01,4,145,Apr 13 1993,Seattle,Washington
Phil Zevenbergen\zevenph01,1,8,Apr 13 1964,Seattle,Washington
Jerome Anderson\anderje01,2,49,Oct 9 1953,Mullens,West Virginia
Mike Barrett\barremi01,3,187,Sep 5 1943,Montgomery,West Virginia
Mike D'Antoni\dantomi01,4,180,May 8 1951,Mullens,West Virginia
Henry Dickerson\dickehe01,2,23,Nov 27 1951,Berkley,West Virginia
Hal Greer*\greerha01,15,1122,Jun 26 1936,Huntington,West Virginia
Gary Gregor\gregoga01,6,361,Aug 13 1945,Charlestown,West Virginia
Marshall Hawkins\hawkima01,1,39,Aug 3 1924,Huntington,West Virginia
Hot Rod Hundley\hundlho01,6,431,Oct 26 1934,Charleston,West Virginia
Dave Jamerson\jamerda01,3,90,Aug 13 1967,Clarksburg,West Virginia
Dwayne Jones\jonesdw02,5,82,Jun 9 1983,Morgantown,West Virginia
Earl Jones\jonesea01,2,14,Jan 13 1961,Oak Hill,West Virginia
George King\kingge01,6,411,Aug 16 1928,Charleston,West Virginia
Freddie Lewis\lewisfr02,11,750,Jul 1 1943,Huntington,West Virginia
O.J. Mayo\mayooj01,8,547,Nov 5 1987,Huntington,West Virginia
Al Salvadori\salvaal01,1,17,May 6 1945,Wheeling,West Virginia
Kevin Salvadori\salvake01,2,39,Dec 30 1970,Wheeling,West Virginia
Tamar Slay\slayta01,3,66,Apr 2 1980,Beckley,West Virginia
Rod Thorn\thornro01,8,466,May 23 1941,Princeton,West Virginia
Henry Walker\walkebi01,5,181,Oct 9 1987,Huntington,West Virginia
Jerry West*\westje01,14,932,May 28 1938,Chelyan,West Virginia
Deron Williams\willide01,12,794,Jun 26 1984,Parkersburg,West Virginia
Jason Williams\willija02,12,788,Nov 18 1975,Belle,West Virginia
Ron Williams\williro01,8,516,Sep 24 1944,Weirton,West Virginia
Mark Workman\workmma01,2,79,Mar 10 1930,Charleston,West Virginia
Bob Anderegg\anderbo01,1,33,Aug 24 1937,Monroe,Wisconsin
Tony Bennett\benneto01,3,152,Jun 1 1969,Green Bay,Wisconsin
Vander Blue\blueva01,2,5,Jul 17 1992,Milwaukee,Wisconsin
Fred Brown\brownfr01,13,963,Aug 7 1948,Milwaukee,Wisconsin
Brian Brunkhorst\brunkbr01,1,3,Jun 12 1945,Owen,Wisconsin
